,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力
0,0,0,2021年10月01日10时30分00秒,1.640347599983215,0.7344840168952942,-9999,-9999,0.204425,21.88762283325196,0.1942955106496811,22.03452110290528,22.32831573486328,12.383094787597656,13.243819236755373,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.769004821777344,22.18141746520996,21.88762283325196,25.26625061035156,23.20969581604004,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
1,1,1,2021年10月01日10时30分20秒,1.640347599983215,0.0,-9999,-9999,0.204425,21.44693374633789,0.1950789541006088,22.03452110290528,22.03452110290528,12.421348571777344,13.282072067260742,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.622108459472656,22.32831573486328,21.88762283325196,24.972455978393555,22.91590118408203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
2,2,2,2021年10月01日10时30分40秒,1.640347599983215,0.0,-9999,-9999,0.204425,21.59383010864257,0.1962541341781616,22.03452110290528,22.32831573486328,12.421348571777344,13.301198959350586,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.769004821777344,22.18141746520996,21.88762283325196,25.26625061035156,22.91590118408203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
3,3,3,2021年10月01日10时31分00秒,1.5913820266723633,0.0,-9999,-9999,0.204425,21.44693374633789,0.1970375776290893,22.03452110290528,21.88762283325196,12.440476417541504,13.377708435058594,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.769004821777344,22.18141746520996,21.88762283325196,24.972455978393555,22.769004821777344,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
4,4,4,2021年10月01日10时31分20秒,1.5913820266723633,0.7344840168952942,-9999,-9999,0.204425,21.59383010864257,0.1970375776290893,22.03452110290528,22.32831573486328,12.478731155395508,13.396836280822754,0.0001840000040829,0.0001840000040829,22.32831573486328,24.237972259521484,23.06279754638672,22.622108459472656,22.32831573486328,21.88762283325196,25.26625061035156,22.91590118408203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
5,5,5,2021年10月01日10时31分40秒,1.640347599983215,0.0,-9999,-9999,0.204425,21.59383010864257,0.1982127577066421,22.03452110290528,22.32831573486328,12.516984939575195,13.43509006500244,0.0001840000040829,0.0001840000040829,22.32831573486328,24.0910758972168,23.06279754638672,22.769004821777344,22.18141746520996,21.88762283325196,24.972455978393555,23.20969581604004,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
6,6,6,2021年10月01日10时32分00秒,1.4689680337905884,3.672420263290405,-9999,-9999,0.204425,21.44693374633789,0.198996216058731,22.03452110290528,22.32831573486328,12.516984939575195,13.492471694946287,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.622108459472656,22.18141746520996,21.88762283325196,25.26625061035156,22.91590118408203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
7,7,7,2021年10月01日10时32分20秒,1.5179336071014404,2.203452110290528,-9999,-9999,0.204425,21.44693374633789,0.1993879377841949,22.03452110290528,22.32831573486328,12.53611183166504,13.530726432800291,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.769004821777344,22.32831573486328,21.88762283325196,25.26625061035156,23.20969581604004,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
8,8,8,2021年10月01日10时32分40秒,1.5179336071014404,3.672420263290405,-9999,-9999,0.204425,21.59383010864257,0.2001713812351226,22.32831573486328,22.03452110290528,12.57436752319336,13.588107109069824,0.0001840000040829,0.0001840000040829,22.32831573486328,24.237972259521484,22.769004821777344,22.769004821777344,22.32831573486328,21.88762283325196,24.972455978393555,23.20969581604004,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
9,9,9,2021年10月01日10时33分00秒,1.5424164533615112,2.203452110290528,-9999,-9999,0.204425,21.59383010864257,0.2009548246860504,22.03452110290528,22.32831573486328,12.612621307373049,13.626361846923828,0.0001840000040829,0.0001840000040829,22.622108459472656,24.237972259521484,23.06279754638672,22.769004821777344,22.32831573486328,21.88762283325196,24.972455978393555,22.91590118408203,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999
