,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力
0,2021年11月29日08时30分00秒,1.1017260551452637,0.0,0.011001082137227058,812.3383178710938,0.0,7.638634204864502,0.15668992698192596,8.226221084594727,8.079324722290039,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.54829216003418,7.491737365722656,9.107601165771484,6.7572526931762695,11.898641586303711,8.226221084594727,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.596156120300293
1,2021年11月29日08时30分20秒,1.0527604818344116,2.2034521102905273,0.0,812.3383178710938,0.0,7.638634204864502,0.15668992698192596,8.079324722290039,7.7855305671691895,15.290428161621094,13.760252952575684,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.54829216003418,7.3448405265808105,9.107601165771484,6.7572526931762695,11.898641586303711,8.226221084594727,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.155220031738281,10.596156120300293
2,2021年11月29日08时30分40秒,1.1017260551452637,0.0,0.033003248274326324,812.3383178710938,0.0,7.3448405265808105,0.1562982052564621,8.079324722290039,8.226221084594727,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,7.7855305671691895,9.107601165771484,9.695188522338867,7.3448405265808105,9.107601165771484,6.7572526931762695,11.898641586303711,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,7.927528381347656,10.596156120300293
3,2021年11月29日08时31分00秒,1.1017260551452637,0.0,0.011001082137227058,812.3383178710938,0.0,7.3448405265808105,0.15668992698192596,8.226221084594727,7.7855305671691895,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,7.7855305671691895,9.107601165771484,9.54829216003418,7.491737365722656,9.107601165771484,6.7572526931762695,11.898641586303711,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.596156120300293
4,2021年11月29日08时31分20秒,1.1017260551452637,0.0,0.0,812.3383178710938,0.0,7.3448405265808105,0.15668992698192596,8.226221084594727,7.491737365722656,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.695188522338867,7.491737365722656,9.107601165771484,6.7572526931762695,11.898641586303711,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.596156120300293
5,2021年11月29日08时31分40秒,1.126208782196045,0.0,0.033003248274326324,812.3383178710938,0.0,7.7855305671691895,0.15668992698192596,8.226221084594727,8.079324722290039,15.290428161621094,13.760252952575684,0.00018400000408291817,0.00018400000408291817,8.079324722290039,8.81380844116211,9.54829216003418,7.491737365722656,9.107601165771484,6.7572526931762695,11.751744270324707,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.576570510864258
6,2021年11月29日08时32分00秒,1.00379478931427,2.2034521102905273,0.0,812.3383178710938,0.0,7.638634204864502,0.1562982052564621,8.226221084594727,7.7855305671691895,15.290428161621094,13.760252952575684,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.54829216003418,7.491737365722656,9.107601165771484,6.7572526931762695,12.192435264587402,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,7.927528381347656,10.596156120300293
7,2021年11月29日08时32分20秒,0.9303464293479919,3.6724202632904053,0.011001082137227058,812.3383178710938,0.0,7.638634204864502,0.1562982052564621,8.226221084594727,8.079324722290039,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.695188522338867,7.7855305671691895,8.81380844116211,6.7572526931762695,11.898641586303711,8.226221084594727,-79.9926528930664,0.009181000292301178,2.4654178619384766,7.927528381347656,10.596156120300293
8,2021年11月29日08时32分40秒,1.1017260551452637,0.0,0.033003248274326324,812.3383178710938,0.0,7.3448405265808105,0.15668992698192596,8.226221084594727,8.079324722290039,15.290428161621094,13.779379844665527,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.54829216003418,7.491737365722656,9.107601165771484,6.7572526931762695,11.751744270324707,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.596156120300293
9,2021年11月29日08时33分00秒,1.00379478931427,0.7344840168952942,0.05500541254878044,812.3383178710938,0.0,7.638634204864502,0.15668992698192596,8.079324722290039,7.7855305671691895,15.290428161621094,13.760252952575684,0.00018400000408291817,0.00018400000408291817,8.079324722290039,9.107601165771484,9.54829216003418,7.3448405265808105,9.107601165771484,6.7572526931762695,11.898641586303711,8.079324722290039,-79.9926528930664,0.009181000292301178,2.4654178619384766,8.003425598144531,10.596156120300293
