,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力
386,2021年11月26日09时08分40秒,71.9916763305664,987.880981445313,14.7964553833008,687.611450195313,0.906475722789764,21.5938301086426,0.501016080379486,28.4979820251465,26.0007343292236,16.0937690734863,16.132022857666,0.000184000004083,0.000184000004083,7.78553056716919,9.25449943542481,11.1641578674316,8.07932472229004,9.25449943542481,7.05104637145996,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.24752116203308,8.30701446533203,14.4056797027588
387,2021年11月26日09时09分00秒,72.040641784668,998.898254394531,14.9944744110107,687.685913085938,0.905251562595367,21.5938301086426,0.509242236614227,28.6448764801025,26.0007343292236,16.132022857666,16.0937690734863,0.000184000004083,0.000184000004083,8.07932472229004,9.25449943542481,11.0172605514526,8.07932472229004,9.25449943542481,7.05104637145996,12.9269189834595,8.52001476287842,-79.9926528930664,0.009181000292301,2.24874520301819,8.53470611572266,14.4056797027588
388,2021年11月26日09时09分20秒,71.9182281494141,1001.10168457031,14.9944744110107,687.768981933594,0.904639482498169,21.887622833252,0.51511812210083,28.9386711120605,26.588321685791,15.9981327056885,16.2276592254639,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,8.07932472229004,9.54829216003418,7.05104637145996,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.25119352340698,8.30701446533203,14.3860931396484
389,2021年11月26日09时09分40秒,71.8447799682617,1001.10168457031,15.0164766311646,687.8603515625,0.903415381908417,21.887622833252,0.524127840995789,29.2324638366699,26.7352180480957,16.0746421813965,16.0937690734863,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,8.07932472229004,9.25449943542481,7.05104637145996,12.6331253051758,8.52001476287842,-79.9926528930664,0.009181000292301,2.24874520301819,8.53470611572266,14.4056797027588
390,2021年11月26日09时10分00秒,71.7223663330078,1002.57067871094,14.9724721908569,687.935302734375,0.902191162109375,22.6221084594727,0.530003726482391,29.3793621063232,27.0290107727051,16.0363883972168,16.0363883972168,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,8.07932472229004,9.54829216003418,7.05104637145996,12.6331253051758,8.52001476287842,-79.9926528930664,0.009181000292301,2.24752116203308,8.53470611572266,14.4056797027588
391,2021年11月26日09时10分20秒,71.6734008789063,1001.10168457031,14.9944744110107,688.018371582031,0.901579141616821,22.6221084594727,0.513551235198975,29.6731548309326,27.4697036743164,16.0363883972168,16.1894054412842,0.000184000004083,0.000184000004083,8.07932472229004,9.25449943542481,11.0172605514526,7.78553056716919,9.54829216003418,7.05104637145996,12.6331253051758,8.52001476287842,-79.9926528930664,0.009181000292301,2.24752116203308,8.30701446533203,14.4056797027588
392,2021年11月26日09时10分40秒,71.4775390625,1001.10168457031,14.9614706039429,688.101440429687,0.900354981422424,22.6221084594727,0.504933297634125,30.2607421875,27.4697036743164,16.132022857666,16.1702785491943,0.000184000004083,0.000184000004083,8.07932472229004,9.25449943542481,11.0172605514526,8.07932472229004,9.54829216003418,7.05104637145996,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.24874520301819,8.53470611572266,14.4056797027588
393,2021年11月26日09时11分00秒,71.4285736083984,999.632751464844,15.0164766311646,688.19287109375,0.899130821228027,23.0627975463867,0.501799523830414,30.7014312744141,27.7634963989258,16.3232955932617,15.9981327056885,0.000184000004083,0.000184000004083,7.78553056716919,9.25449943542481,11.0172605514526,8.07932472229004,9.84208583831787,7.05104637145996,12.9269189834595,8.81380844116211,-79.9926528930664,0.009181000292301,2.24752116203308,8.38291168212891,14.4056797027588
394,2021年11月26日09时11分20秒,71.3551254272461,1001.10168457031,14.9394702911377,688.267700195313,0.897294640541077,23.3565902709961,0.493181556463242,30.9952259063721,27.7634963989258,16.0937690734863,16.132022857666,0.000184000004083,0.000184000004083,7.78553056716919,9.25449943542481,11.0172605514526,7.78553056716919,9.54829216003418,7.05104637145996,12.9269189834595,8.52001476287842,-79.9926528930664,0.009181000292301,2.24507284164429,8.53470611572266,14.3860931396484
395,2021年11月26日09时11分40秒,71.257194519043,1003.30511474609,14.9614706039429,688.351013183594,0.897294640541077,23.6503849029541,0.48260498046875,31.1421222686768,28.4979820251465,16.0363883972168,16.2659149169922,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,7.78553056716919,9.54829216003418,7.05104637145996,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.24262452125549,8.76239013671875,14.3860931396484
396,2021年11月26日09时12分00秒,71.2327041625977,1001.10168457031,14.9724721908569,688.442443847656,0.894846379756928,23.6503849029541,0.477512568235397,31.7297096252441,28.7917747497559,16.1702785491943,16.2276592254639,0.000184000004083,0.000184000004083,7.78553056716919,9.25449943542481,11.0172605514526,7.78553056716919,9.25449943542481,7.05104637145996,13.2207117080688,8.81380844116211,-79.9926528930664,0.009181000292301,2.24140048027039,8.68650054931641,14.4056797027588
397,2021年11月26日09时12分20秒,71.1102981567383,1002.57067871094,14.9614706039429,688.525512695313,0.894234299659729,23.7972831726074,0.495923608541489,31.8766059875488,28.9386711120605,16.0746421813965,16.0363883972168,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,7.78553056716919,9.54829216003418,7.05104637145996,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.23895215988159,8.68650054931641,14.4056797027588
398,2021年11月26日09时12分40秒,71.0613327026367,998.898254394531,14.9614706039429,688.600402832031,0.893010139465332,24.0910758972168,0.500624358654022,32.1703987121582,29.2324638366699,15.9407520294189,16.1894054412842,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,7.78553056716919,9.25449943542481,7.05104637145996,12.9269189834595,8.81380844116211,-79.9926528930664,0.009181000292301,2.2365038394928,8.76239013671875,14.4056797027588
399,2021年11月26日09时13分00秒,70.8899536132813,1002.57067871094,14.9944744110107,688.683410644531,0.891173958778381,24.3848705291748,0.516293287277222,32.4641914367676,29.6731548309326,16.0937690734863,15.9981327056885,0.000184000004083,0.000184000004083,8.22622108459473,9.25449943542481,11.0172605514526,8.07932472229004,9.54829216003418,7.34484052658081,13.2207117080688,8.52001476287842,-79.9926528930664,0.009181000292301,2.23527956008911,8.76239013671875,14.3860931396484
400,2021年11月26日09时13分20秒,70.8654632568359,998.898254394531,14.9394702911377,688.774780273438,0.891173958778381,24.0910758972168,0.521385729312897,32.9048843383789,29.9669494628906,15.8833703994751,16.0937690734863,0.000184000004083,0.000184000004083,8.07932472229004,9.54829216003418,11.0172605514526,8.07932472229004,9.10760116577148,7.34484052658081,12.9269189834595,8.81380844116211,-79.9926528930664,0.009181000292301,2.2365038394928,8.91419219970703,14.3860931396484
401,2021年11月26日09时13分40秒,70.7675323486328,998.898254394531,14.9944744110107,688.849670410156,0.889949798583984,24.3848705291748,0.517076730728149,32.9048843383789,29.9669494628906,16.0937690734863,15.9790058135986,0.000184000004083,0.000184000004083,8.07932472229004,9.54829216003418,11.0172605514526,8.07932472229004,9.25449943542481,7.05104637145996,12.9269189834595,8.81380844116211,-79.9926528930664,0.009181000292301,2.23527956008911,8.68650054931641,14.4056797027588
402,2021年11月26日09时14分00秒,70.7430572509766,1001.10168457031,14.9724721908569,688.932800292969,0.888725638389587,25.1193542480469,0.505716741085053,33.1986770629883,30.7014312744141,15.9981327056885,16.0937690734863,0.000184000004083,0.000184000004083,8.07932472229004,9.54829216003418,11.0172605514526,7.78553056716919,9.25449943542481,7.05104637145996,13.2207117080688,8.81380844116211,-79.9926528930664,0.009181000292301,2.2365038394928,8.68650054931641,14.3860931396484
403,2021年11月26日09时14分20秒,70.694091796875,997.429321289063,14.9724721908569,689.015930175781,0.888113617897034,24.8255615234375,0.501799523830414,33.6393699645996,30.7014312744141,16.132022857666,15.9981327056885,0.000184000004083,0.000184000004083,8.22622108459473,9.54829216003418,11.0172605514526,7.78553056716919,9.54829216003418,7.34484052658081,12.6331253051758,8.81380844116211,-79.9926528930664,0.009181000292301,2.23527956008911,8.91419219970703,14.3860931396484
404,2021年11月26日09时14分40秒,70.5716705322266,1001.10168457031,14.9944744110107,689.107360839844,0.888113617897034,25.2662506103516,0.4912229180336,33.933162689209,31.1421222686768,16.0746421813965,16.132022857666,0.000184000004083,0.000184000004083,8.22622108459473,9.54829216003418,11.1641578674316,8.07932472229004,9.25449943542481,7.34484052658081,12.6331253051758,8.81380844116211,-79.9926528930664,0.009181000292301,2.2365038394928,8.76239013671875,14.3860931396484
405,2021年11月26日09时15分00秒,70.4737396240234,1001.10168457031,14.9724721908569,689.182189941406,0.885665357112885,25.5600433349609,0.490047752857208,33.933162689209,31.4359169006348,16.1702785491943,15.9790058135986,0.000184000004083,0.000184000004083,8.22622108459473,9.54829216003418,11.0172605514526,8.07932472229004,9.84208583831787,7.05104637145996,13.2207117080688,8.81380844116211,-79.9926528930664,0.009181000292301,2.23527956008911,8.91419219970703,14.3860931396484
