,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力
0,2021年11月11日13时00分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.955196380615234,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,12.926918983459473,17.186925888061523,9.54829216003418,16.158649444580078,8.81380844116211,15.13037109375,11.898641586303711,16.305545806884766,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
1,2021年11月11日13时00分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.955196380615234,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,13.220711708068848,17.186925888061523,9.54829216003418,15.86485481262207,8.81380844116211,15.13037109375,11.457950592041016,16.305545806884766,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
2,2021年11月11日13时00分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,12.926918983459473,17.186925888061523,9.54829216003418,15.86485481262207,9.107601165771484,15.13037109375,11.457950592041016,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
3,2021年11月11日13时01分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.248991012573242,15.13037109375,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,13.220711708068848,17.186925888061523,9.54829216003418,16.452442169189453,8.81380844116211,15.13037109375,11.898641586303711,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
4,2021年11月11日13时01分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.955196380615234,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.76563835144043,0.00018400000408291817,0.00018400000408291817,12.926918983459473,17.186925888061523,9.54829216003418,15.86485481262207,9.107601165771484,15.13037109375,11.751744270324707,16.305545806884766,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
5,2021年11月11日13时01分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.39588737487793,14.689681053161621,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,12.926918983459473,17.33382225036621,9.254499435424805,16.158649444580078,8.520014762878418,15.13037109375,11.898641586303711,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
6,2021年11月11日13时02分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,13.220711708068848,17.186925888061523,9.54829216003418,15.86485481262207,8.81380844116211,15.13037109375,11.751744270324707,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
7,2021年11月11日13时02分20秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,12.926918983459473,17.186925888061523,9.54829216003418,16.158649444580078,8.81380844116211,15.13037109375,11.457950592041016,16.305545806884766,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
8,2021年11月11日13时02分40秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.955196380615234,0.15238095819950104,14.39588737487793,15.13037109375,15.940752029418945,12.76563835144043,0.00018400000408291817,0.00018400000408291817,13.220711708068848,17.186925888061523,9.54829216003418,16.158649444580078,8.373117446899414,15.13037109375,11.457950592041016,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
9,2021年11月11日13时03分00秒,0.009181000292301178,0.2754319906234741,-9999,-9999,0.0,13.80829906463623,0.15238095819950104,14.39588737487793,14.983474731445312,15.940752029418945,12.784765243530273,0.00018400000408291817,0.00018400000408291817,13.220711708068848,17.186925888061523,9.54829216003418,16.452442169189453,8.520014762878418,15.13037109375,11.751744270324707,16.59933853149414,-79.9926528930664,0.009181000292301178,-9999,-9999,-9999
