,T_in,T_out,Current,Voltage,LyeFlow
450,61.84355545043945,80.79323959350586,1501.2852783203125,66.80132293701172,1.249234914779663
451,61.84355545043945,80.49945068359375,1501.2852783203125,66.8258056640625,1.249234914779663
452,61.54976272583008,80.79323959350586,1502.7542724609375,66.87477111816406,1.2498469352722168
453,62.137351989746094,80.64634323120117,1501.2852783203125,66.8258056640625,1.249234914779663
454,62.137351989746094,80.79323959350586,1499.81640625,66.75235748291016,1.2498469352722168
455,61.84355545043945,80.94013595581055,1497.6129150390625,66.80132293701172,1.2498469352722168
456,61.84355545043945,80.64634323120117,1501.2852783203125,66.8258056640625,1.2498469352722168
457,61.84355545043945,80.8666877746582,1499.81640625,66.75235748291016,1.249234914779663
458,61.84355545043945,80.8666877746582,1505.3250732421875,66.80132293701172,1.2498469352722168
459,62.137351989746094,80.8666877746582,1499.81640625,66.8258056640625,1.249234914779663
460,62.137351989746094,80.79323959350586,1501.2852783203125,66.80132293701172,1.2498469352722168
461,62.137351989746094,80.79323959350586,1503.4888916015625,66.80132293701172,1.2498469352722168
462,61.54976272583008,80.79323959350586,1499.81640625,66.80132293701172,1.249234914779663
463,62.137351989746094,80.79323959350586,1502.7542724609375,66.80132293701172,1.2498469352722168
464,62.137351989746094,80.8666877746582,1499.81640625,66.80132293701172,1.249234914779663
465,62.137351989746094,81.01358413696289,1502.7542724609375,66.80132293701172,1.2498469352722168
466,61.84355545043945,80.79323959350586,1501.2852783203125,66.80132293701172,1.2498469352722168
467,62.137351989746094,81.01358413696289,1499.0819091796875,66.80132293701172,1.249234914779663
468,61.54976272583008,80.94013595581055,1499.81640625,66.75235748291016,1.2498469352722168
469,61.54976272583008,81.16048431396484,1496.1439208984375,66.80132293701172,1.2498469352722168
470,61.84355545043945,81.0870361328125,1501.2852783203125,66.75235748291016,1.2498469352722168
471,62.137351989746094,81.01358413696289,1503.4888916015625,66.75235748291016,1.2498469352722168
472,62.137351989746094,81.0870361328125,1499.81640625,66.80132293701172,1.2498469352722168
473,61.54976272583008,81.01358413696289,1503.4888916015625,66.75235748291016,1.2498469352722168
474,62.137351989746094,81.3073844909668,1497.6129150390625,66.7033920288086,1.2498469352722168
475,61.84355545043945,81.16048431396484,1503.4888916015625,66.8258056640625,1.2498469352722168
476,61.84355545043945,81.3073844909668,1502.7542724609375,66.80132293701172,1.2498469352722168
477,61.84355545043945,81.16048431396484,1501.2852783203125,66.75235748291016,1.2498469352722168
478,62.137351989746094,81.16048431396484,1502.7542724609375,66.75235748291016,1.2498469352722168
479,61.84355545043945,81.3073844909668,1502.7542724609375,66.7033920288086,1.2498469352722168
480,61.84355545043945,81.3073844909668,1499.81640625,66.80132293701172,1.249234914779663
481,61.54976272583008,81.16048431396484,1501.2852783203125,66.80132293701172,1.2498469352722168
482,61.84355545043945,81.16048431396484,1499.81640625,66.75235748291016,1.2498469352722168
483,61.84355545043945,81.3073844909668,1497.6129150390625,66.80132293701172,1.2498469352722168
484,61.54976272583008,81.3073844909668,1501.2852783203125,66.80132293701172,1.2498469352722168
485,61.54976272583008,81.38083267211914,1499.0819091796875,66.7033920288086,1.2498469352722168
486,61.402862548828125,81.3073844909668,1502.7542724609375,66.80132293701172,1.2498469352722168
487,61.84355545043945,81.0870361328125,1501.2852783203125,66.80132293701172,1.2510710954666138
488,61.54976272583008,81.38083267211914,1501.2852783203125,66.75235748291016,1.2498469352722168
