,T_in,T_out,Current,Voltage,LyeFlow
1000,59.052513122558594,84.09841918945312,1698.494384765625,68.34374237060547,1.2850409746170044
1001,58.90562057495117,84.09841918945312,1699.228759765625,68.46614837646484,1.2850409746170044
1002,59.052513122558594,84.09841918945312,1698.494384765625,68.39270782470703,1.2850409746170044
1003,59.052513122558594,84.09841918945312,1698.494384765625,68.34374237060547,1.2850409746170044
1004,59.052513122558594,83.9515266418457,1702.9012451171875,68.4416732788086,1.2850409746170044
1005,59.052513122558594,84.09841918945312,1698.494384765625,68.4416732788086,1.2850409746170044
1006,59.346309661865234,84.09841918945312,1700.69775390625,68.31925201416016,1.2850409746170044
1007,58.90562057495117,83.73118209838867,1699.228759765625,68.39270782470703,1.2850409746170044
1008,59.346309661865234,83.9515266418457,1700.69775390625,68.4416732788086,1.2850409746170044
1009,58.90562057495117,83.9515266418457,1699.228759765625,68.4416732788086,1.2850409746170044
1010,59.052513122558594,83.73118209838867,1700.69775390625,68.34374237060547,1.2850409746170044
1011,59.052513122558594,83.87807846069336,1697.025390625,68.34374237060547,1.2850409746170044
1012,58.90562057495117,83.9515266418457,1702.9012451171875,68.34374237060547,1.2850409746170044
1013,59.052513122558594,83.8780746459961,1698.494384765625,68.4416732788086,1.2850409746170044
1014,59.346309661865234,84.02497100830078,1697.025390625,68.34374237060547,1.2850409746170044
1015,59.346309661865234,83.8780746459961,1700.69775390625,68.31925201416016,1.284428954124451
1016,58.90562057495117,84.02497100830078,1699.228759765625,68.34374237060547,1.2850409746170044
1017,58.90562057495117,84.09841918945312,1698.494384765625,68.34374237060547,1.2850409746170044
1018,59.052513122558594,84.02497100830078,1698.494384765625,68.34374237060547,1.2850409746170044
1019,59.052513122558594,83.73117446899414,1699.228759765625,68.39270782470703,1.2850409746170044
1020,59.052513122558594,84.02497100830078,1698.494384765625,68.31925201416016,1.2850409746170044
1021,58.90562057495117,84.02497100830078,1702.1666259765625,68.39270782470703,1.2850409746170044
1022,59.346309661865234,83.87807846069336,1699.228759765625,68.39270782470703,1.2850409746170044
1023,59.052513122558594,84.09841918945312,1695.5562744140625,68.34374237060547,1.2850409746170044
1024,59.052513122558594,83.87807846069336,1700.69775390625,68.34374237060547,1.2850409746170044
1025,59.052513122558594,83.9515266418457,1697.025390625,68.39270782470703,1.284428954124451
1026,59.346309661865234,84.09841918945312,1698.494384765625,68.31925201416016,1.2850409746170044
1027,59.346309661865234,83.8780746459961,1702.1666259765625,68.31925201416016,1.2862651348114014
