,file,1,2,3,4,5
0,TJ-20210924.csv,4.283546364924628e-06,-0.0019391732931621172,0.018514687183453307,-0.01639261057316741,1.0394323963049904e-05
1,TJ-20211001.csv,2.173729559369728e-05,-0.002387447705965982,0.01994716805194177,-0.017182288026306825,-0.0012795320127117148
2,TJ-20211007.csv,3.077540343849052e-05,-0.031417034464359124,0.015019480132470394,0.011979230911300938,-0.0020982548686736754
3,TJ-20211014.csv,1.697192926691624e-05,-0.0013705013204809958,0.012182605352046785,-0.0130941859331617,-0.0007892818660706954
4,TJ-20211029.csv,2.3309744701629545e-05,-0.004676163736522448,0.016194629476139068,-0.012235123961306193,-0.0013011777218858737
5,TJ-20211111.csv,1.5658783037393984e-05,-0.0015463007884232902,0.007232789807135946,-0.008479486086846243,-0.0007805268506015715
6,TJ-20211123.csv,5.201250442462515e-06,-0.0005150665348304093,0.01417419619908786,-0.014439043671696234,-3.2707016650251474e-05
7,TJ-20211125.csv,1.1462808883838499e-05,-0.0006253143972772494,0.018981756583395088,-0.01927016387926818,-0.000456927521296888
8,TJ-20211126.csv,8.189164654198335e-07,-0.0003614490170389441,0.009131772023764227,-0.011132034589711067,0.0002748570487416258
9,TJ-20211129.csv,6.080802978587863e-06,-0.0008131434022247777,0.012640843806394308,-0.013631314864673758,-4.844434054225664e-05
10,TJ-20211130.csv,1.2508582263025824e-05,-0.0004100275473696048,0.009180176795685394,-0.009125230198312127,-0.0006970157818713379
11,TJ-20211202.csv,7.784539006007484e-06,-0.0007621039574143834,0.017375347445706846,-0.017688207338827824,-0.00021580138002899336
