,file,1,2,3,4,5
0,TJ-20210924.csv,6.605196431599451e-06,-0.0018341816041822126,0.018596235761246374,-0.016111320106634505,-0.0001754425284592469
1,TJ-20211001.csv,2.395005160120659e-05,-0.002231246002628767,0.019553433051954904,-0.016913275430019224,-0.001435582685712877
2,TJ-20211007.csv,2.7494113619328106e-05,-0.021478776309874742,0.01470064716500515,0.004414859500572453,-0.0018295880600129391
3,TJ-20211014.csv,1.6872582372323584e-05,-0.0009567662359486475,0.01202268007961685,-0.013399798911232176,-0.0007765152538455906
4,TJ-20211029.csv,2.3105839953906023e-05,-0.004364729020087741,0.015990185270025173,-0.0124304348648612,-0.0012833931282842824
5,TJ-20211111.csv,1.3379885257428496e-05,-0.0006755868060329568,0.008074011787617161,-0.009638992824284542,-0.0006330286041346844
6,TJ-20211123.csv,2.5447230402363774e-06,-0.0004980264445458795,0.0142558700389836,-0.01456625386750856,0.00015078962054552883
7,TJ-20211125.csv,1.1633204765087765e-05,-0.0005979171205351554,0.01989546646020679,-0.020261778597101418,-0.00045305118375383213
8,TJ-20211126.csv,3.633173132601857e-07,-0.000370290825617734,0.008873663945722435,-0.010957160463076149,0.0003076572722482554
9,TJ-20211129.csv,6.388402445025239e-06,-0.000777225804122932,0.013149223524104732,-0.014172039316451364,-6.039347778390549e-05
10,TJ-20211130.csv,1.2786315635807961e-05,-0.00010645855991668466,0.00856130994770508,-0.008590495253043414,-0.0007346529866340306
11,TJ-20211202.csv,8.732469779161015e-06,-0.000516661507426586,0.017387397996786506,-0.017818942872802744,-0.00028490012401455236
