,file,1,2,3,4,5
0,TJ-20210924.csv,3.6252224696981285e-06,-0.0017850359036542085,0.01754676960934565,-0.016223647744828817,8.45492310701519e-05
1,TJ-20211001.csv,1.8680205193439338e-05,-0.0028311406048832427,0.020402114330889686,-0.017327570239212123,-0.0010636402698653174
2,TJ-20211007.csv,4.2445931806792375e-05,-0.06226156667416613,0.015327752379414968,0.03666797843052855,-0.0030847357775003817
3,TJ-20211014.csv,1.6672764847304976e-05,-0.001978224183566658,0.01289960871826139,-0.012996188501262794,-0.0007789625823687741
4,TJ-20211029.csv,2.4341503965829097e-05,-0.005317443318678345,0.015368023044383897,-0.01093533029111549,-0.0013753168602790291
5,TJ-20211111.csv,1.7660224113261295e-05,-0.0025629759707035266,0.006532188926128131,-0.00745435845457937,-0.0008998397905768292
6,TJ-20211123.csv,7.499968759568341e-06,-0.0005401028508211494,0.014031054972760826,-0.014315938023911142,-0.00018775900967630947
7,TJ-20211125.csv,1.1585719096000798e-05,-0.0006865234401718193,0.017859980949695396,-0.018014220064715515,-0.0004845971443320227
8,TJ-20211126.csv,1.4607554639474603e-06,-0.0003782129457123721,0.009431434762800442,-0.011506234921913239,0.00024346362478284045
9,TJ-20211129.csv,7.48322662317575e-06,-0.0007981252155342827,0.01102028927832948,-0.011920251121704186,-0.00017349496746107344
10,TJ-20211130.csv,8.06723221810101e-06,-0.0011733945419884209,0.009565530769179192,-0.009676035977507356,-0.0003382290752905869
11,TJ-20211202.csv,5.071512522475553e-06,-0.0014046720195912028,0.016502187274703796,-0.016593866811138735,-2.3081210467218406e-05
