,file,1,2,3,4,5
0,TJ-20210924.csv,5.497188844220374e-06,-0.0011213043103440632,0.0190172505658192,-0.016650192369867565,-0.00012135145472974302
1,TJ-20211001.csv,3.3109596074420824e-05,-0.0021041395662788932,0.019523184812251265,-0.016809892307530824,-0.0020750911046174244
2,TJ-20211007.csv,2.2594728085085556e-05,-0.006422839846367314,0.013938895320937488,-0.006807316072707513,-0.0014301692437395253
3,TJ-20211014.csv,1.6725183288170984e-05,-3.8268873773972386e-05,0.010970624496688937,-0.013635168751572058,-0.0007474603848687325
4,TJ-20211029.csv,2.2556793559826997e-05,-0.0034895091094998077,0.015283807805138036,-0.012894625973281837,-0.0012341112527028408
5,TJ-20211111.csv,1.1030932737033387e-05,0.0008451549939890035,0.009629352705817025,-0.011805425147632154,-0.000481646935111058
6,TJ-20211123.csv,4.022350567313129e-06,-0.00047224594411234645,0.014659367966877643,-0.014801265754045476,4.440367962714464e-05
7,TJ-20211125.csv,1.0100965867748098e-05,-0.0005564276909793235,0.021620587143597627,-0.02231861452253013,-0.0003082601571596235
8,TJ-20211126.csv,5.7392162085351534e-08,-0.00036516395677746926,0.00990049883860338,-0.011915615569470727,0.0003356800786268437
9,TJ-20211129.csv,6.119094755763011e-06,-0.0007142995482399527,0.01348938301016324,-0.014639820992453883,-3.166106684623915e-05
10,TJ-20211130.csv,1.3771637959050017e-05,0.0005638570370291028,0.00740027423151741,-0.007664100606630339,-0.0008365085210855872
11,TJ-20211202.csv,9.806392879995786e-06,-0.00017124015881317216,0.01753717827741794,-0.01816175298980689,-0.00036139211085599483
