23.4334 	 23.0851 	 23.4868 	 23.8602 	 23.8336 	 24.3115 	 25.2076 	 26.0691 	 27.5897 	 29.212 	 31.4722 	 33.8967 	 36.076 	 38.1401 	 40.0508 	 42.0596 	 43.6177 	 45.1104 	 45.6889 	 45.6461 	 45.2178 	 44.7877 	 44.6583 	 45.1104 	 46.328 	 48.098 	 48.5361 	 47.7631 	 46.7944 	 46.1367 	 44.6583 	 43.5524 	 43.356 	 42.4568 	 41.7053 	 41.127 	 40.7695 	 40.2759 	 40.1409 	 39.4179 	 38.2549 	 37.8642 	 37.0089 	 34.9212 	 34.2076 	 33.9924 	 33.9207 	 33.729 	 33.6329 	 33.6329 	 33.8248 	 34.0403 	 34.4936 	 35.0633 	 35.9822 	 38.461 	 50.2302 	 54.2386 	 54.0603 	 53.0849 	 52.2622 	 51.6564 	 50.0866 	 50.3942 	 50.3122 	 50.4146 	 50.0661 	 50.2507 	 49.7782 	 49.4896 	 50.1482 	 50.476 	 51.5552 	 52.7244 	 53.1848 	 52.2018 	 51.0067 	 50.6804 	 50.7213 	 52.3226 	 54.1198 	 54.1792 	 54.4561 	 55.3025 	 55.008 	 55.7332 	 54.9883 	 54.9293 	 55.2437 	 55.8309 	 55.6941 	 55.8894 	 55.3418 	 55.7137 	 55.5963 	 54.8703 	 54.7718 	 56.3179 	 57.0157 	 56.8029 	 56.6092 	 57.0544 	 56.9964 	 56.5122 	 55.8309 	 54.8899 	 53.6831 	 52.4835 	 51.5957 	 52.0203 	 53.2247 	 52.9849 	 53.1648 	 53.2247 	 53.4442 	 53.7427 	 53.7427 	 54.3573 	 54.3376 	 54.6141 	 54.7127 	 55.2437 	 55.7137 	 55.6745 	 55.7723 	 55.9285 	 55.3809 	 55.2437 	 55.6355 	 55.6745 	 55.1652 	 53.3046 	 49.634 	 45.1748 	 40.3883 	 37.8873 	 36.1697 	 35.1816 	 34.4698 	 33.8967 	 33.3925 	 33.2721 	 33.0308 	 32.8857 	 32.9341 	 33.8488 	 33.705 	 33.4406 	 32.9341 	 32.8131 	 32.8615 	 33.1033 	 33.4888 	 33.7769 	 34.7314 	 35.4178 	 34.2076 	 28.379 	 22.7085 	 21.3507 
 24.2055 	 24.4174 	 24.9186 	 25.7307 	 26.2249 	 26.9999 	 28.1505 	 29.5632 	 31.251 	 32.9583 	 34.9449 	 37.1713 	 39.9606 	 43.203 	 46.1793 	 48.6817 	 50.966 	 52.7846 	 54.4561 	 55.008 	 55.1259 	 54.7127 	 53.4641 	 52.2421 	 51.798 	 50.3737 	 49.4484 	 49.2624 	 47.5742 	 45.817 	 44.4856 	 43.944 	 43.3342 	 42.5229 	 41.6387 	 41.2608 	 41.5499 	 40.4781 	 40.7695 	 40.6575 	 39.667 	 39.9606 	 37.1017 	 34.7551 	 34.3746 	 34.0881 	 33.729 	 33.9924 	 33.5368 	 33.8967 	 33.729 	 34.112 	 34.5174 	 35.0397 	 35.9118 	 38.6897 	 47.4061 	 50.5374 	 50.1687 	 49.6959 	 49.634 	 49.84 	 49.9428 	 50.5783 	 51.4944 	 52.7645 	 53.2846 	 53.8222 	 54.4561 	 54.3178 	 54.5746 	 55.5963 	 56.2207 	 56.9577 	 57.3053 	 56.9191 	 56.5316 	 56.2207 	 56.5509 	 57.3053 	 58.0356 	 58.1314 	 58.3609 	 58.4373 	 58.2079 	 58.6853 	 58.3226 	 58.3035 	 58.4564 	 58.0931 	 57.6133 	 57.3824 	 56.8804 	 56.861 	 56.2985 	 53.4043 	 51.2914 	 54.693 	 56.3956 	 54.8703 	 55.4006 	 55.987 	 57.5748 	 58.0164 	 58.5327 	 58.7233 	 58.4182 	 58.2462 	 57.3438 	 56.5316 	 56.4928 	 55.8114 	 55.0866 	 54.0603 	 53.6632 	 53.4442 	 52.1615 	 53.8024 	 54.6338 	 54.4957 	 54.6535 	 55.1848 	 55.7332 	 55.5963 	 55.6941 	 55.9089 	 56.0844 	 55.6159 	 55.7332 	 56.1817 	 56.0259 	 55.7137 	 54.8112 	 50.7008 	 42.0817 	 38.3007 	 36.4735 	 35.3706 	 34.5888 	 34.0164 	 33.4166 	 33.0549 	 32.6434 	 32.692 	 32.5464 	 33.2721 	 33.7529 	 33.3444 	 32.8857 	 32.6434 	 33.2721 	 33.0549 	 32.8615 	 32.8373 	 33.6089 	 34.6839 	 34.0403 	 29.5131 	 22.9239 	 21.7874 
 25.7567 	 26.6132 	 27.4618 	 28.8595 	 29.6633 	 30.7824 	 31.8886 	 33.1515 	 35.087 	 36.4735 	 38.3924 	 40.2534 	 42.1481 	 44.2476 	 46.7944 	 49.1796 	 51.5349 	 54.1 	 55.6745 	 57.0737 	 57.9206 	 58.1696 	 58.3609 	 58.5327 	 57.7478 	 55.7918 	 53.3245 	 50.2917 	 48.2025 	 46.8367 	 45.3679 	 44.2043 	 43.203 	 42.5449 	 41.7275 	 41.6387 	 43.0936 	 42.7427 	 43.356 	 43.9006 	 43.7484 	 41.9933 	 37.3334 	 34.7551 	 34.2315 	 34.2792 	 34.1598 	 33.8248 	 33.7529 	 33.8248 	 33.9446 	 34.0403 	 34.565 	 35.1106 	 36.0994 	 39.3725 	 51.0067 	 54.5746 	 55.6355 	 55.3809 	 55.8699 	 56.0259 	 55.9479 	 55.9285 	 55.7723 	 55.655 	 55.7918 	 55.6159 	 55.0473 	 53.9017 	 53.862 	 54.6141 	 55.5768 	 55.3418 	 55.2829 	 55.5181 	 55.008 	 54.5352 	 55.3418 	 55.6355 	 56.3374 	 56.6867 	 57.0157 	 57.4786 	 57.9206 	 58.3035 	 58.2653 	 58.227 	 58.9327 	 59.1797 	 59.1227 	 59.4261 	 60.0118 	 60.0871 	 60.4819 	 59.7099 	 58.7995 	 59.3503 	 59.7476 	 58.7233 	 58.7805 	 58.5899 	 58.5899 	 58.38 	 58.7424 	 58.7615 	 58.5709 	 58.609 	 58.8757 	 59.2366 	 59.1417 	 59.4072 	 59.0088 	 58.0931 	 56.9771 	 56.3374 	 54.7324 	 54.4364 	 54.6535 	 54.3376 	 54.3573 	 54.8899 	 55.5768 	 55.655 	 55.655 	 55.4201 	 55.8504 	 56.1817 	 56.1039 	 56.1623 	 56.1039 	 56.1039 	 55.4006 	 53.2247 	 43.6613 	 38.8722 	 36.7532 	 35.4885 	 34.8026 	 33.8967 	 33.4166 	 32.9099 	 32.4978 	 32.5221 	 32.279 	 33.1274 	 33.4406 	 33.2239 	 32.8857 	 32.4978 	 32.7404 	 32.7162 	 32.7162 	 32.7404 	 32.8857 	 33.705 	 34.0403 	 30.4604 	 23.6737 	 21.6512 
 28.9099 	 30.3859 	 31.3248 	 32.1815 	 33.3925 	 35.1343 	 36.0994 	 37.3565 	 39.0999 	 40.5006 	 41.8605 	 42.8964 	 43.8571 	 44.9384 	 46.1154 	 46.7098 	 47.2798 	 48.4319 	 50.1687 	 52.7044 	 54.5549 	 56.0844 	 57.1316 	 58.1696 	 58.3991 	 57.863 	 54.7521 	 51.2305 	 48.5985 	 48.9517 	 46.3493 	 44.1826 	 43.0498 	 42.3246 	 42.0817 	 43.7048 	 45.7957 	 45.5392 	 47.9097 	 49.3037 	 49.4484 	 45.325 	 36.9857 	 34.9923 	 34.3269 	 34.1837 	 34.112 	 33.8248 	 33.8248 	 33.8488 	 33.8967 	 34.2076 	 34.4936 	 35.4414 	 36.3568 	 39.7348 	 53.5637 	 55.5963 	 53.9612 	 52.7846 	 52.1615 	 51.4133 	 50.5578 	 50.1687 	 49.7782 	 49.9839 	 50.7621 	 50.9252 	 51.0474 	 50.9456 	 51.5146 	 52.5839 	 53.2048 	 54.0802 	 54.0009 	 54.2386 	 54.2188 	 53.9215 	 54.2584 	 54.8112 	 55.0866 	 55.5768 	 56.3179 	 56.1623 	 56.3374 	 56.861 	 57.1316 	 56.3374 	 56.4151 	 55.9674 	 55.5572 	 56.3179 	 56.9964 	 57.9973 	 58.5136 	 58.9517 	 59.1417 	 59.7476 	 60.5383 	 60.8755 	 61.2865 	 61.51 	 61.8074 	 61.7332 	 61.6216 	 61.5472 	 60.5758 	 60.388 	 59.8043 	 59.672 	 59.1037 	 59.2176 	 59.3125 	 59.4072 	 59.7476 	 59.5775 	 59.1037 	 58.2079 	 57.2088 	 55.9285 	 55.008 	 55.1259 	 55.2829 	 55.3418 	 55.2633 	 55.4397 	 55.3418 	 55.8114 	 56.2401 	 56.2401 	 56.1039 	 56.279 	 55.987 	 53.9215 	 44.9384 	 39.4405 	 37.1481 	 35.5121 	 34.9212 	 34.112 	 33.248 	 32.8373 	 32.3519 	 32.4978 	 32.279 	 32.8373 	 33.5128 	 33.4406 	 33.1756 	 32.7647 	 32.692 	 32.6434 	 32.6434 	 32.6192 	 32.7404 	 33.0066 	 33.5128 	 31.4722 	 24.4967 	 21.8691 
 31.7908 	 33.8009 	 35.7709 	 36.8927 	 38.0023 	 39.3271 	 40.1859 	 40.6799 	 41.9048 	 42.5669 	 43.2686 	 43.7919 	 44.6152 	 45.6461 	 46.5191 	 46.6674 	 46.4766 	 47.3219 	 47.7002 	 48.2233 	 49.0761 	 50.2507 	 50.8845 	 51.9395 	 52.5839 	 53.7626 	 52.5438 	 49.7577 	 48.0562 	 49.7782 	 47.7631 	 45.1534 	 43.9006 	 43.9657 	 45.1963 	 47.5742 	 50.1072 	 50.1482 	 48.7233 	 46.1793 	 43.596 	 41.4165 	 36.9392 	 34.7077 	 34.3984 	 34.2076 	 33.8728 	 33.9446 	 33.9207 	 33.9446 	 34.0164 	 34.2315 	 34.5888 	 35.2525 	 36.5202 	 40.2084 	 51.4335 	 53.5238 	 51.332 	 50.2507 	 50.66 	 51.7171 	 51.8789 	 52.4433 	 53.1249 	 53.7427 	 54.9096 	 55.067 	 55.5963 	 56.2596 	 56.7449 	 56.9577 	 57.4401 	 58.2844 	 58.3609 	 58.5518 	 58.7615 	 58.7043 	 58.8947 	 59.2745 	 59.3882 	 59.6153 	 60.1624 	 59.8986 	 60.1624 	 60.5007 	 60.5007 	 60.2753 	 60.4068 	 60.3129 	 59.7665 	 59.7665 	 59.6909 	 59.974 	 59.974 	 59.7854 	 59.672 	 59.2935 	 59.5964 	 59.6343 	 59.5775 	 59.8797 	 60.1624 	 60.3504 	 60.9877 	 61.7703 	 62.2522 	 62.3632 	 62.3447 	 62.511 	 61.8817 	 61.5472 	 60.632 	 60.0871 	 59.9363 	 59.7854 	 59.0278 	 58.2462 	 58.5327 	 59.7099 	 59.0847 	 58.1696 	 56.6673 	 56.1233 	 55.6745 	 55.6159 	 55.5768 	 55.7527 	 56.2207 	 56.2207 	 55.9674 	 55.987 	 56.0649 	 54.693 	 46.1793 	 40.0733 	 37.449 	 35.9118 	 34.7789 	 34.1359 	 33.1756 	 32.8131 	 32.5221 	 32.4492 	 32.3519 	 32.7404 	 33.7529 	 33.6569 	 33.248 	 32.9341 	 32.7889 	 32.692 	 32.3763 	 32.5221 	 32.6192 	 32.6677 	 32.9824 	 32.2302 	 25.6785 	 22.0865 
 35.2761 	 36.3801 	 38.1861 	 39.5538 	 40.4781 	 41.3052 	 41.8605 	 42.3466 	 43.0936 	 43.6613 	 43.9657 	 44.464 	 44.9169 	 45.8597 	 46.4766 	 46.6039 	 46.3705 	 47.3009 	 47.5952 	 48.0562 	 48.2233 	 48.2025 	 47.8259 	 47.2587 	 46.2643 	 46.6039 	 46.009 	 44.226 	 46.9846 	 48.9517 	 48.4111 	 47.9725 	 48.9309 	 50.3327 	 50.5578 	 48.6817 	 46.2005 	 44.5072 	 44.2476 	 45.0244 	 45.9663 	 42.5669 	 37.1713 	 34.9212 	 34.3984 	 33.9685 	 33.8488 	 33.9446 	 33.8009 	 33.9207 	 33.9685 	 34.2076 	 34.6364 	 35.2289 	 36.6367 	 41.06 	 56.1233 	 58.2653 	 57.3438 	 56.8997 	 56.2207 	 55.987 	 54.4759 	 53.484 	 53.0249 	 52.0203 	 52.1816 	 51.9597 	 51.6564 	 51.8385 	 52.3427 	 52.0606 	 53.0849 	 54.3573 	 54.4561 	 54.6141 	 54.2584 	 54.4166 	 55.2437 	 55.4201 	 55.7527 	 55.7332 	 56.1817 	 56.3762 	 56.7836 	 57.6133 	 57.671 	 58.1696 	 58.9897 	 59.3882 	 59.8043 	 60.6882 	 61.0438 	 61.2491 	 61.7517 	 62.0671 	 62.1412 	 62.1042 	 62.4371 	 62.3632 	 62.1227 	 62.0671 	 61.6216 	 60.9877 	 60.9877 	 61.0251 	 61.2118 	 60.9877 	 61.3424 	 61.4728 	 61.5286 	 62.0856 	 62.3817 	 62.5848 	 62.4187 	 61.9744 	 60.9129 	 59.1987 	 57.7478 	 59.5775 	 60.0118 	 60.8942 	 60.7819 	 60.0683 	 58.6281 	 57.4979 	 56.7449 	 56.4733 	 56.7642 	 56.6867 	 55.7137 	 55.2241 	 56.1817 	 55.008 	 47.5952 	 40.3883 	 37.8182 	 36.0994 	 34.9449 	 34.0164 	 33.3685 	 32.7162 	 32.5707 	 32.3033 	 32.1571 	 32.6677 	 33.6089 	 33.8967 	 33.681 	 33.3444 	 33.2239 	 33.0549 	 32.5949 	 32.6677 	 32.6192 	 32.7404 	 32.5707 	 32.8857 	 26.7938 	 22.3304 
 37.264 	 37.5876 	 38.1172 	 39.1909 	 39.9832 	 40.7247 	 42.0375 	 42.5669 	 43.7701 	 43.7919 	 43.9657 	 44.3342 	 44.5072 	 44.9814 	 46.1154 	 46.3493 	 46.2218 	 46.879 	 47.3009 	 47.1323 	 47.0057 	 46.243 	 45.475 	 44.161 	 43.1155 	 42.6549 	 42.6109 	 44.4424 	 47.2166 	 49.9634 	 51.9193 	 52.0001 	 50.025 	 47.4902 	 45.9663 	 45.6675 	 46.9635 	 49.2003 	 51.4133 	 51.9395 	 50.4965 	 43.6395 	 37.0785 	 34.7789 	 34.2792 	 34.0881 	 34.1837 	 33.8967 	 33.7769 	 33.729 	 34.0881 	 34.2792 	 34.7551 	 35.3941 	 36.823 	 40.7919 	 53.5637 	 52.8647 	 51.0881 	 50.966 	 50.5987 	 48.0353 	 47.069 	 45.753 	 46.4554 	 46.5614 	 46.9635 	 48.0562 	 48.4527 	 49.5516 	 50.8845 	 51.0678 	 52.3427 	 53.9414 	 54.5746 	 55.067 	 54.949 	 55.067 	 55.2633 	 55.7137 	 55.655 	 55.655 	 56.2596 	 56.6479 	 56.7061 	 57.4594 	 57.863 	 58.1888 	 58.1888 	 57.9973 	 58.38 	 58.7424 	 58.9327 	 58.9517 	 59.4639 	 59.3693 	 59.3693 	 59.7287 	 60.3316 	 61.1372 	 61.6216 	 62.3447 	 62.3447 	 62.8612 	 63.2839 	 63.5587 	 63.3756 	 63.1003 	 62.7139 	 62.3262 	 61.9188 	 61.7703 	 61.6216 	 61.1745 	 62.5848 	 62.8981 	 63.3022 	 62.8981 	 62.1597 	 61.8074 	 61.4728 	 61.5658 	 61.4728 	 61.7517 	 61.826 	 61.5286 	 60.2941 	 58.8757 	 57.8054 	 57.3246 	 56.6479 	 55.6159 	 56.1428 	 55.6355 	 49.0968 	 41.0377 	 38.2319 	 36.2399 	 35.1816 	 34.2315 	 33.1033 	 32.9099 	 32.4735 	 32.2302 	 32.0596 	 32.3276 	 33.4888 	 33.8488 	 33.6329 	 33.4647 	 33.4406 	 33.3925 	 33.3444 	 32.9824 	 32.3763 	 32.7889 	 32.4978 	 32.5464 	 27.947 	 22.8163 
 38.1631 	 38.0253 	 38.5983 	 39.0544 	 39.7122 	 40.5454 	 41.3052 	 41.8161 	 42.4568 	 43.0717 	 43.596 	 43.8788 	 44.0091 	 44.4424 	 44.9384 	 45.8597 	 46.3493 	 46.4554 	 46.7098 	 45.9237 	 45.1534 	 44.161 	 43.487 	 42.2363 	 42.7427 	 44.8738 	 46.0941 	 48.5361 	 51.4335 	 51.9799 	 50.0866 	 47.5322 	 47.4481 	 48.9309 	 51.0271 	 52.604 	 52.383 	 50.0045 	 46.9424 	 44.5288 	 42.3907 	 40.4332 	 37.1249 	 34.9212 	 34.303 	 34.1359 	 33.8488 	 33.9446 	 33.9924 	 33.8009 	 33.9685 	 34.3507 	 34.6602 	 35.4885 	 36.7765 	 41.0824 	 49.7164 	 49.6752 	 49.3451 	 49.634 	 50.3737 	 50.0045 	 50.6804 	 51.0474 	 52.2421 	 52.9849 	 53.5836 	 55.1848 	 55.5181 	 55.8699 	 56.8223 	 56.8804 	 57.286 	 57.9781 	 57.8439 	 57.9397 	 57.5748 	 58.2079 	 58.8186 	 59.1227 	 59.3503 	 59.6343 	 59.8986 	 60.2565 	 60.5007 	 60.9877 	 61.3797 	 61.4542 	 61.6216 	 61.4542 	 61.3237 	 61.361 	 61.4169 	 61.2678 	 61.1745 	 60.707 	 60.2189 	 60.4256 	 60.2189 	 60.4068 	 60.4444 	 60.707 	 60.5383 	 60.8942 	 61.8446 	 62.3632 	 62.3817 	 63.0819 	 63.7416 	 64.1431 	 64.2159 	 64.2341 	 63.7416 	 62.806 	 62.8797 	 63.1003 	 63.137 	 62.9348 	 63.0084 	 63.4306 	 63.5221 	 63.5221 	 63.3022 	 62.8428 	 62.4556 	 62.1968 	 62.1042 	 61.8446 	 60.6508 	 59.5397 	 58.0739 	 57.1316 	 56.9384 	 56.1428 	 50.4965 	 42.0375 	 38.4839 	 36.7765 	 35.3941 	 34.1598 	 33.2239 	 32.8615 	 32.4006 	 32.4735 	 32.3763 	 32.279 	 33.5128 	 33.9207 	 33.7769 	 33.5849 	 33.4888 	 33.8248 	 33.3444 	 33.1274 	 32.9583 	 33.0066 	 33.0066 	 32.4006 	 29.1114 	 23.5135 
 36.076 	 36.9625 	 38.0253 	 38.461 	 39.3498 	 39.8929 	 40.859 	 41.5499 	 41.6166 	 42.2805 	 43.5306 	 44.5072 	 44.8308 	 44.8954 	 45.2392 	 46.1154 	 46.413 	 46.413 	 45.3893 	 44.4207 	 43.487 	 42.8525 	 42.8525 	 44.7446 	 46.3918 	 48.7441 	 50.7621 	 50.0866 	 48.1398 	 47.7421 	 49.1382 	 51.4335 	 53.3046 	 52.5036 	 50.0661 	 47.0057 	 44.9384 	 44.6152 	 45.4107 	 47.4902 	 48.7233 	 41.2161 	 36.7765 	 35.0397 	 34.3507 	 34.1359 	 33.9446 	 33.8728 	 34.0403 	 34.0164 	 34.2076 	 34.303 	 34.9686 	 35.6768 	 37.0089 	 42.5009 	 55.7137 	 56.9771 	 56.7642 	 56.0844 	 54.8703 	 53.3245 	 52.3024 	 51.4133 	 50.7825 	 50.1482 	 48.9102 	 49.1589 	 50.1482 	 49.4277 	 49.3657 	 49.0346 	 49.1175 	 49.6546 	 49.634 	 49.5928 	 49.6546 	 51.0678 	 52.0808 	 52.4634 	 52.6442 	 53.3644 	 53.9017 	 54.6535 	 55.2633 	 55.9479 	 56.7255 	 57.3438 	 58.0739 	 58.1696 	 58.7424 	 59.2935 	 60.1248 	 60.6695 	 61.1932 	 61.696 	 62.4556 	 62.5663 	 62.6217 	 62.9532 	 62.99 	 62.8797 	 61.361 	 61.51 	 62.2707 	 62.4187 	 62.3447 	 62.6954 	 62.6586 	 62.6954 	 63.1554 	 63.4122 	 63.4489 	 63.2472 	 63.9242 	 64.4706 	 64.6158 	 64.1795 	 63.7416 	 63.5587 	 63.137 	 62.8612 	 63.9242 	 64.1249 	 64.1249 	 63.5404 	 63.1187 	 62.4925 	 62.0486 	 62.2893 	 61.4914 	 59.8609 	 58.3609 	 56.7642 	 52.3024 	 42.9403 	 39.3725 	 37.0321 	 35.6063 	 34.565 	 33.4647 	 32.9341 	 32.4006 	 32.2546 	 32.279 	 32.4978 	 33.2962 	 34.1359 	 34.1598 	 33.8248 	 33.6329 	 33.705 	 33.6569 	 33.248 	 33.2239 	 33.3925 	 33.4406 	 33.1033 	 30.4852 	 23.8602 
 32.0108 	 32.7162 	 33.7769 	 35.1343 	 36.4735 	 37.5184 	 39.1681 	 40.8143 	 41.6609 	 42.3466 	 43.2249 	 44.6367 	 45.4536 	 45.945 	 46.5827 	 46.879 	 46.3918 	 44.6799 	 43.3997 	 42.4788 	 42.7208 	 44.3126 	 46.9212 	 48.7857 	 49.9017 	 48.8687 	 46.9635 	 47.1534 	 49.4896 	 52.2823 	 52.604 	 50.5169 	 48.1398 	 46.2643 	 46.158 	 47.0901 	 49.2417 	 50.8029 	 50.6192 	 48.8479 	 45.9237 	 40.4557 	 36.66 	 34.8501 	 34.2315 	 34.2553 	 34.0881 	 33.9685 	 33.9685 	 33.8967 	 33.9685 	 34.446 	 34.8501 	 35.6768 	 37.1017 	 42.0375 	 52.7846 	 51.6159 	 49.469 	 47.1534 	 43.7266 	 42.0375 	 41.8605 	 42.0375 	 43.0936 	 43.3123 	 42.7867 	 44.8308 	 46.5403 	 47.1745 	 48.1189 	 48.6193 	 49.4277 	 50.5783 	 51.2305 	 51.6969 	 51.9597 	 53.1848 	 53.2846 	 53.2247 	 53.5836 	 54.5352 	 55.1063 	 55.1848 	 55.7723 	 56.1623 	 56.2985 	 56.5898 	 57.1316 	 57.3246 	 57.5748 	 57.7478 	 57.6326 	 57.767 	 57.7094 	 57.9973 	 58.8376 	 58.8376 	 59.0658 	 59.8797 	 60.5195 	 61.6588 	 61.3424 	 60.4444 	 62.2337 	 63.3572 	 63.8147 	 64.3251 	 64.1977 	 63.6137 	 63.4122 	 63.6319 	 62.7691 	 62.6586 	 62.6033 	 63.9242 	 64.1249 	 64.9964 	 65.0506 	 64.8878 	 64.0884 	 63.3206 	 64.2887 	 63.9242 	 64.1249 	 64.1977 	 64.5977 	 64.1977 	 63.7051 	 63.1003 	 62.5479 	 62.1782 	 61.603 	 59.4261 	 54.7521 	 44.4424 	 39.7348 	 37.5646 	 35.7474 	 34.6602 	 33.4647 	 33.0549 	 32.7162 	 32.279 	 32.3276 	 32.3519 	 33.2721 	 34.4222 	 34.1598 	 33.9685 	 33.5849 	 33.5609 	 33.4647 	 33.681 	 34.4936 	 35.2052 	 34.8264 	 34.0881 	 31.5213 	 24.4703 
